order_no,status,datetime,outlet,service_type,service_number,sale_date,shift,terminal,placed_by,closed_by,table_info,items,discount_type,discount_amount,total
013182,Completed,22-09-2025 07:08:20 PM,Default Outlet,Dine-in,# 8,22-09-2025,Default Shift,Default Terminal,Admin,Admin,Table 3,Chicken Sausage (qty: 1) + Medium (৳289.00) | Soft Drinks (qty: 2),,,339.00
013181,Completed,22-09-2025 06:49:20 PM,Default Outlet,Delivery,# 7,22-09-2025,Default Shift,Default Terminal,Admin,Admin,,Potato Masala Wedges (qty: 1),,,99.00
013180,Completed,22-09-2025 05:13:45 PM,Default Outlet,Dine-in,# 6,22-09-2025,Default Shift,Default Terminal,Admin,Admin,Table 3,Crispy Chicken Chap (qty: 1),,,169.00
013179,Completed,22-09-2025 04:16:18 PM,Default Outlet,Takeaway,# 5,22-09-2025,Default Shift,Default Terminal,Admin,Admin,Table 1,Crispy Rice Bowl (qty: 1),Staff Discount,20.00,100.00
013178,Completed,22-09-2025 03:48:37 PM,Default Outlet,Delivery,# 3,22-09-2025,Default Shift,Default Terminal,Admin,Admin,,Hot Combo (qty: 1),,,450.00
013177,Completed,22-09-2025 02:19:33 PM,Default Outlet,Dine-in,# 2,22-09-2025,Default Shift,Default Terminal,Admin,Admin,,Two Flavour Mixed (qty: 1) + Medium (৳300.00),,,300.00
013176,Completed,21-09-2025 10:30:37 PM,Default Outlet,Delivery,# 12,21-09-2025,Default Shift,Default Terminal,Admin,Admin,,Regular Pasta (qty: 1),,,200.00
013175,Completed,21-09-2025 09:55:46 PM,Default Outlet,Dine-in,# 11,21-09-2025,Default Shift,Default Terminal,Admin,Admin,Table 3,BBQ Chicken (qty: 1) + Large (৳399.00) | Two Flavour Mixed (qty: 1) + Medium (৳300.00),,,699.00
013174,Completed,21-09-2025 09:01:56 PM,Default Outlet,Delivery,# 10,21-09-2025,Default Shift,Default Terminal,Admin,Admin,,Two Flavour Mixed (qty: 1) + Medium (৳300.00),,,300.00
013173,Completed,21-09-2025 08:46:49 PM,Default Outlet,Dine-in,# 9,21-09-2025,Default Shift,Default Terminal,Admin,Admin,Table 3,BBQ Chicken (qty: 1) + Medium (৳299.00),,,299.00
013172,Completed,21-09-2025 08:35:41 PM,Default Outlet,Dine-in,# 8,21-09-2025,Default Shift,Default Terminal,Admin,Admin,Table 1,BBQ Chicken (qty: 1) + Small (৳199.00) | Fresh Water (qty: 2),,,239.00
013171,Completed,21-09-2025 08:18:14 PM,Default Outlet,Delivery,# 7,21-09-2025,Default Shift,Default Terminal,Admin,Admin,,BBQ Rice Bowl (qty: 1) | Chicken Chili Rice Bowl (qty: 1) | Crispy Rice Bowl (qty: 3),,,610.00
013170,Completed,21-09-2025 04:43:14 PM,Default Outlet,Dine-in,# 6,21-09-2025,Default Shift,Default Terminal,Admin,Admin,Table 4,BBQ Chicken (qty: 1) + Medium (৳299.00),,,299.00
013169,Completed,21-09-2025 03:25:46 PM,Default Outlet,Dine-in,# 4,21-09-2025,Default Shift,Default Terminal,Admin,Admin,Table 3,Crispy Rice Bowl (qty: 2) | Soft Drinks (qty: 2),Staff Discount,40.00,250.00
013168,Completed,21-09-2025 02:44:15 PM,Default Outlet,Dine-in,# 5,21-09-2025,Default Shift,Default Terminal,Admin,Admin,Table 8,Crispy Rice Bowl (qty: 1),Staff Discount,30.00,90.00
013167,Completed,21-09-2025 12:54:40 PM,Default Outlet,Dine-in,# 1,21-09-2025,Default Shift,Default Terminal,Admin,Admin,Table 3,Cheesy Rice Bowl (qty: 1) | Crispy Rice Bowl (qty: 1) | Soft Drinks (qty: 3),Staff Discount,40.00,275.00
013166,Completed,20-09-2025 09:30:15 PM,Default Outlet,Dine-in,# 8,20-09-2025,Default Shift,Default Terminal,Admin,Admin,Table 3,Mexican Hot (qty: 1) + Medium (৳295.00) | Soft Drinks (qty: 1),,,320.00
013165,Completed,20-09-2025 08:22:30 PM,Default Outlet,Dine-in,# 7,20-09-2025,Default Shift,Default Terminal,Admin,Admin,Table 3,Two Flavour Mixed (qty: 1) + Medium (৳300.00) | Soft Drinks (qty: 2) | Fresh Water (qty: 1),,,370.00
013164,Completed,20-09-2025 07:56:33 PM,Default Outlet,Delivery,# 6,20-09-2025,Default Shift,Default Terminal,Admin,Admin,,Naga Spicy Chicken (qty: 1) + Large (৳400.00),,,400.00
013163,Completed,20-09-2025 07:42:28 PM,Default Outlet,Delivery,# 5,20-09-2025,Default Shift,Default Terminal,Admin,Admin,,Two Flavour Mixed (qty: 1) + Medium (৳300.00),,,300.00
013162,Completed,20-09-2025 07:11:13 PM,Default Outlet,Dine-in,# 3,20-09-2025,Default Shift,Default Terminal,Admin,Admin,Table 3,Mixed Pasta (qty: 1) | Chicken Shawarma (qty: 1) | Fresh Water (qty: 1),,,400.00
013161,Completed,20-09-2025 06:56:56 PM,Default Outlet,Dine-in,# 4,20-09-2025,Default Shift,Default Terminal,Admin,Admin,Table 6,Chicken Sausage (qty: 1) + Small (৳189.00) | Soft Drinks (qty: 3),,,264.00
013160,Completed,20-09-2025 06:41:01 PM,Default Outlet,Dine-in,# 2,20-09-2025,Default Shift,Default Terminal,Admin,Admin,Table 1,BBQ Rice Bowl (qty: 1) + Medium (৳300.00) | Two Flavour Mixed (qty: 1) | Fresh Water (qty: 1),,,450.00
013159,Completed,20-09-2025 05:31:22 PM,Default Outlet,Dine-in,# 1,20-09-2025,Default Shift,Default Terminal,Admin,Admin,Table 4,Soft Drinks (qty: 1) | Regular Pasta (qty: 1),,,225.00
013158,Completed,19-09-2025 09:19:12 PM,Default Outlet,Delivery,# 19,19-09-2025,Default Shift,Default Terminal,Admin,Admin,,BBQ &amp; Sausage Combo Offer 12” (qty: 1),,,770.00
013157,Completed,19-09-2025 08:54:24 PM,Default Outlet,Takeaway,# 20,19-09-2025,Default Shift,Default Terminal,Admin,Admin,,Chicken Sausage (qty: 1) + Large (৳389.00),,,389.00
013156,Completed,19-09-2025 08:47:28 PM,Default Outlet,Dine-in,# 18,19-09-2025,Default Shift,Default Terminal,Admin,Admin,Table 1,Double Cheese Pizza (qty: 1) + Small (৳215.00) | Soft Drinks (qty: 1),,,240.00
013155,Completed,19-09-2025 08:39:43 PM,Default Outlet,Dine-in,# 12,19-09-2025,Default Shift,Default Terminal,Admin,Admin,Table 7,Hot Combo (qty: 1) | Chocolate Cold Coffee (qty: 1) | Chocolate Milk Shake (qty: 1) | Fresh Water (qty: 1),,,680.00
013154,Completed,19-09-2025 08:27:05 PM,Default Outlet,Delivery,# 11,19-09-2025,Default Shift,Default Terminal,Admin,Admin,,Hot Combo (qty: 1),,,450.00
013153,Completed,19-09-2025 08:26:30 PM,Default Outlet,Dine-in,# 15,19-09-2025,Default Shift,Default Terminal,Admin,Admin,Table 3,BBQ Chicken (qty: 1) + Medium (৳299.00),,,299.00
013152,Completed,19-09-2025 08:26:19 PM,Default Outlet,Dine-in,# 17,19-09-2025,Default Shift,Default Terminal,Admin,Admin,Table 3,BBQ Chicken (qty: 1) + Large (৳399.00),,,399.00
013151,Completed,19-09-2025 07:49:28 PM,Default Outlet,Dine-in,# 6,19-09-2025,Default Shift,Default Terminal,Admin,Admin,Table 1,Cheesy Chicken Nachos (qty: 1) | Winter Combo (qty: 1),,,589.00
013150,Completed,19-09-2025 07:42:58 PM,Default Outlet,Dine-in,# 10,19-09-2025,Default Shift,Default Terminal,Admin,Admin,Table 8,Double Cheese Pizza (qty: 1) + Small (৳215.00) | Fresh Water (qty: 1),,,235.00
013149,Completed,19-09-2025 07:35:51 PM,Default Outlet,Dine-in,# 5,19-09-2025,Default Shift,Default Terminal,Admin,Admin,Table 4,BBQ Chicken (qty: 1) + Medium (৳299.00) | Regular Pasta (qty: 1) | Soft Drinks (qty: 1) | Fresh Water (qty: 1),,,544.00
013148,Completed,19-09-2025 07:31:27 PM,Default Outlet,Dine-in,# 9,19-09-2025,Default Shift,Default Terminal,Admin,Admin,Table 6,Pizza Blast (qty: 1) + 12” (৳399.00),,,399.00
013147,Completed,19-09-2025 07:19:47 PM,Default Outlet,Dine-in,# 3,19-09-2025,Default Shift,Default Terminal,Admin,Admin,Table 3,Regular Pasta (qty: 1) + Large (৳389.00) | Soft Drinks (qty: 3) | Chicken Sausage (qty: 1) | Fresh Water (qty: 1),,,684.00
013146,Completed,19-09-2025 06:57:12 PM,Default Outlet,Delivery,# 4,19-09-2025,Default Shift,Default Terminal,Admin,Admin,,BBQ Chicken (qty: 1) + Medium (৳299.00) | All in one Chicken (qty: 1) + Large (৳455.00) | Two Flavour Mixed (qty: 1) + Large (৳400.00),Staff Discount,4.00,"1,150.00"
013145,Completed,19-09-2025 06:21:13 PM,Default Outlet,Takeaway,# 2,19-09-2025,Default Shift,Default Terminal,Admin,Admin,,Two Flavour Mixed (qty: 1) + Large (৳400.00),,,400.00
013144,Completed,19-09-2025 04:26:51 PM,Default Outlet,Delivery,# 1,19-09-2025,Default Shift,Default Terminal,Admin,Admin,,Pizza Italian (qty: 1) + Small (৳225.00) | Mixed Pasta (qty: 1) | Crispy Rice Bowl (qty: 1) | Classic Meat Box (qty: 1),,,794.00
013143,Completed,18-09-2025 10:29:35 PM,Default Outlet,Dine-in,# 13,18-09-2025,Default Shift,Default Terminal,Admin,Admin,Table 3,BBQ Chicken (qty: 1) + Large (৳399.00) | Pizza Italian (qty: 1) + Large (৳425.00) | Chicken Pop (qty: 1) | Fresh Water (qty: 1),,,994.00
013142,Completed,18-09-2025 09:34:07 PM,Default Outlet,Dine-in,# 12,18-09-2025,Default Shift,Default Terminal,Admin,Admin,Table 1,Vanilla Shake (qty: 2),,,240.00
013141,Completed,18-09-2025 08:40:08 PM,Default Outlet,Dine-in,# 8,18-09-2025,Default Shift,Default Terminal,Admin,Admin,Table 8,Winter Combo (qty: 1) | Fresh Water (qty: 1),,,419.00
013140,Completed,18-09-2025 08:20:01 PM,Default Outlet,Dine-in,# 11,18-09-2025,Default Shift,Default Terminal,Admin,Admin,Table 6,Mexican Hot (qty: 1) + Small (৳195.00),,,195.00
013139,Completed,18-09-2025 08:14:05 PM,Default Outlet,Dine-in,# 9,18-09-2025,Default Shift,Default Terminal,Admin,Admin,Table 4,Delicious Pepperoni (qty: 1) + Medium (৳309.00) | Soft Drinks (qty: 2),,,359.00
013138,Completed,18-09-2025 08:08:30 PM,Default Outlet,Dine-in,# 7,18-09-2025,Default Shift,Default Terminal,Admin,Admin,Table 1,Chicken Sausage (qty: 1) + Medium (৳289.00),,,289.00
013137,Completed,18-09-2025 08:01:49 PM,Default Outlet,Dine-in,# 6,18-09-2025,Default Shift,Default Terminal,Admin,Admin,Table 3,Cheesy Rice Bowl (qty: 2) | Fresh Water (qty: 1),,,260.00
013136,Completed,18-09-2025 07:25:08 PM,Default Outlet,Dine-in,# 5,18-09-2025,Default Shift,Default Terminal,Admin,Admin,Table 1,Chicken Sausage (qty: 1) + Large (৳389.00) | Soft Drinks (qty: 2),,,439.00
013135,Completed,18-09-2025 06:31:48 PM,Default Outlet,Delivery,# 2,18-09-2025,Default Shift,Default Terminal,Admin,Admin,,Pizza Blast (qty: 1) + 12” (৳399.00) | Mexican Hot (qty: 1) + Medium (৳295.00) | Naga Meat Box (qty: 1),Staff Discount,3.00,920.00
013134,Completed,18-09-2025 06:10:47 PM,Default Outlet,Takeaway,# 3,18-09-2025,Default Shift,Default Terminal,Admin,Admin,Table 6,Two Flavour Mixed (qty: 1) + Large (৳400.00),Staff Discount,30.00,370.00
013133,Completed,18-09-2025 05:39:33 PM,Default Outlet,Delivery,# 1,18-09-2025,Default Shift,Default Terminal,Admin,Admin,,BBQ Chicken (qty: 3) + Small (৳199.00),,,597.00
013132,Completed,17-09-2025 09:42:03 PM,Default Outlet,Delivery,# 21,17-09-2025,Default Shift,Default Terminal,Admin,Admin,,Corridor Special Pasta (qty: 1),,,250.00
013131,Completed,17-09-2025 08:55:39 PM,Default Outlet,Dine-in,# 19,17-09-2025,Default Shift,Default Terminal,Admin,Admin,Table 3,Chocolate Cold Coffee (qty: 2),,,160.00
013130,Completed,17-09-2025 08:34:25 PM,Default Outlet,Dine-in,# 18,17-09-2025,Default Shift,Default Terminal,Admin,Admin,Table 1,Chocolate Cold Coffee (qty: 2),,,160.00
013129,Completed,17-09-2025 08:18:35 PM,Default Outlet,Delivery,# 20,17-09-2025,Default Shift,Default Terminal,Admin,Admin,,Chicken Sausage (qty: 1) + Large (৳389.00),,,389.00
013128,Completed,17-09-2025 07:12:53 PM,Default Outlet,Delivery,# 17,17-09-2025,Default Shift,Default Terminal,Admin,Admin,,Two Flavour Mixed (qty: 1) + Large (৳400.00),,,400.00
013127,Completed,17-09-2025 06:56:54 PM,Default Outlet,Dine-in,# 15,17-09-2025,Default Shift,Default Terminal,Admin,Admin,,BBQ Chicken (qty: 1) + Large (৳399.00),,,399.00
013126,Completed,17-09-2025 06:41:07 PM,Default Outlet,Delivery,# 16,17-09-2025,Default Shift,Default Terminal,Admin,Admin,,BBQ Chicken (qty: 1) + Small (৳199.00),,,199.00
013125,Completed,17-09-2025 06:33:58 PM,Default Outlet,Delivery,# 14,17-09-2025,Default Shift,Default Terminal,Admin,Admin,,Cheesy Chicken Nachos (qty: 1),,,190.00
013124,Completed,17-09-2025 05:58:53 PM,Default Outlet,Dine-in,# 13,17-09-2025,Default Shift,Default Terminal,Admin,Admin,Table 1,Winter Combo (qty: 1),,,399.00
013123,Completed,17-09-2025 05:25:20 PM,Default Outlet,Delivery,# 12,17-09-2025,Default Shift,Default Terminal,Admin,Admin,,BBQ Chicken (qty: 1) + Small (৳199.00),,,199.00
013122,Completed,17-09-2025 05:02:53 PM,Default Outlet,Dine-in,# 10,17-09-2025,Default Shift,Default Terminal,Admin,Admin,Table 6,BBQ Chicken (qty: 1) + Small (৳199.00) | Naga Spicy Chicken (qty: 1) + Small (৳200.00) | Soft Drinks (qty: 2),,,449.00
013121,Completed,17-09-2025 04:49:22 PM,Default Outlet,Dine-in,# 8,17-09-2025,Default Shift,Default Terminal,Admin,Admin,,Cheesy Rice Bowl (qty: 1) | Crispy Rice Bowl (qty: 1),Staff Discount,40.00,200.00
013120,Completed,17-09-2025 04:33:41 PM,Default Outlet,Takeaway,# 9,17-09-2025,Default Shift,Default Terminal,Admin,Admin,,Four Season (qty: 1) + Medium (৳429.00),,,429.00
013119,Completed,17-09-2025 03:06:00 PM,Default Outlet,Delivery,# 7,17-09-2025,Default Shift,Default Terminal,Admin,Admin,,Corridor Special Pasta (qty: 1),,,250.00
013118,Completed,17-09-2025 03:04:42 PM,Default Outlet,Dine-in,# 4,17-09-2025,Default Shift,Default Terminal,Admin,Admin,Table 3,Cheesy Rice Bowl (qty: 1) | Chocolate Milk Shake (qty: 1) | Soft Drinks (qty: 1),Staff Discount,20.00,255.00
013117,Completed,17-09-2025 02:47:00 PM,Default Outlet,Dine-in,# 5,17-09-2025,Default Shift,Default Terminal,Admin,Admin,Table 4,Chocolate Milk Shake (qty: 2) | Classic Meat Box (qty: 2) | Mixed Pasta (qty: 2),,,"1,158.00"
013116,Completed,17-09-2025 02:21:42 PM,Default Outlet,Delivery,# 3,17-09-2025,Default Shift,Default Terminal,Admin,Admin,,Cheesy Rice Bowl (qty: 1) | BBQ Rice Bowl (qty: 1),Staff Discount,50.00,200.00
013115,Completed,17-09-2025 01:24:27 PM,Default Outlet,Dine-in,# 1,17-09-2025,Default Shift,Default Terminal,Admin,Admin,Table 1,Chicken Sausage (qty: 1) + Small (৳189.00) | Soft Drinks (qty: 1),,,214.00
013114,Completed,17-09-2025 01:05:25 PM,Default Outlet,Dine-in,# 2,17-09-2025,Default Shift,Default Terminal,Admin,Admin,Table 6,B.B.Q Meat Box (qty: 1) | Chocolate Cold Coffee (qty: 1),,,309.00
013113,Completed,16-09-2025 08:55:08 PM,Default Outlet,Delivery,# 10,16-09-2025,Default Shift,Default Terminal,Admin,Admin,,BBQ Chicken (qty: 1) + Large (৳399.00) | Classic Meat Box (qty: 1),,,618.00
013112,Completed,16-09-2025 08:45:57 PM,Default Outlet,Dine-in,# 9,16-09-2025,Default Shift,Default Terminal,Admin,Admin,Table 1,Chicken Cheese Finger 6pc (qty: 1) | Chocolate Milk Shake (qty: 2),,,395.10
013111,Completed,16-09-2025 08:25:00 PM,Default Outlet,Dine-in,# 8,16-09-2025,Default Shift,Default Terminal,Admin,Admin,Table 3,Hot Combo (qty: 1),,,405.00
013110,Completed,16-09-2025 07:44:54 PM,Default Outlet,Dine-in,# 7,16-09-2025,Default Shift,Default Terminal,Admin,Admin,Table 1,Two Flavour Mixed (qty: 1) + Large (৳400.00) | Fresh Water (qty: 1),,,420.00
013109,Completed,16-09-2025 07:30:27 PM,Default Outlet,Dine-in,# 5,16-09-2025,Default Shift,Default Terminal,Admin,Admin,Table 6,Hot Combo (qty: 1) | Crispy Chicken Chap (qty: 1) | Soft Drinks (qty: 2),,,669.00
013108,Completed,16-09-2025 07:30:03 PM,Default Outlet,Dine-in,# 4,16-09-2025,Default Shift,Default Terminal,Admin,Admin,Table 3,Hot Combo (qty: 1) | Soft Drinks (qty: 2),,,500.00
013107,Completed,16-09-2025 07:16:58 PM,Default Outlet,Dine-in,# 6,16-09-2025,Default Shift,Default Terminal,Admin,Admin,,Chicken Shawarma (qty: 1),Staff Discount,50.00,100.00
013106,Completed,16-09-2025 06:35:05 PM,Default Outlet,Dine-in,# 2,16-09-2025,Default Shift,Default Terminal,Admin,Admin,Table 1,BBQ Chicken (qty: 1) + Medium (৳299.00) | Soft Drinks (qty: 2),,,349.00
013105,Completed,16-09-2025 06:26:02 PM,Default Outlet,Delivery,# 3,16-09-2025,Default Shift,Default Terminal,Admin,Admin,,Two Flavour Mixed (qty: 1) + Large (৳400.00),,,400.00
013104,Completed,16-09-2025 03:26:38 PM,Default Outlet,Dine-in,# 1,16-09-2025,Default Shift,Default Terminal,Admin,Admin,Table 1,Hot Combo (qty: 1),,,450.00
013103,Completed,15-09-2025 10:32:03 PM,Default Outlet,Dine-in,# 19,15-09-2025,Default Shift,Default Terminal,Admin,Admin,Table 1,BBQ Chicken (qty: 1) + Large (৳399.00) | Fresh Water (qty: 1),,,419.00
013102,Completed,15-09-2025 09:55:50 PM,Default Outlet,Dine-in,# 18,15-09-2025,Default Shift,Default Terminal,Admin,Admin,Table 3,Two Flavour Mixed (qty: 1) + Medium (৳300.00) | Fresh Water (qty: 1),,,320.00
013101,Completed,15-09-2025 08:58:42 PM,Default Outlet,Delivery,# 16,15-09-2025,Default Shift,Default Terminal,Admin,Admin,,BBQ Chicken (qty: 1) + Medium (৳299.00),,,299.00
013100,Completed,15-09-2025 08:48:09 PM,Default Outlet,Takeaway,# 17,15-09-2025,Default Shift,Default Terminal,Admin,Admin,,Two Flavour Mixed (qty: 1) + Large (৳400.00) | BBQ Chicken (qty: 1) + Small (৳199.00),,,599.00
013099,Completed,15-09-2025 08:36:25 PM,Default Outlet,Dine-in,# 15,15-09-2025,Default Shift,Default Terminal,Admin,Admin,Table 4,Two Flavour Mixed (qty: 1) + Medium (৳300.00) | Soft Drinks (qty: 1),,,325.00
013098,Completed,15-09-2025 08:29:19 PM,Default Outlet,Dine-in,# 14,15-09-2025,Default Shift,Default Terminal,Admin,Admin,Table 3,Two Flavour Mixed (qty: 1) + Large (৳400.00),,,400.00
013097,Completed,15-09-2025 08:16:15 PM,Default Outlet,Dine-in,# 13,15-09-2025,Default Shift,Default Terminal,Admin,Admin,Table 1,Hot Combo (qty: 1) | Soft Drinks (qty: 2),,,500.00
013096,Completed,15-09-2025 07:40:16 PM,Default Outlet,Dine-in,# 11,15-09-2025,Default Shift,Default Terminal,Admin,Admin,Table 3,Two Flavour Mixed (qty: 1) + Medium (৳300.00),,,300.00
013095,Completed,15-09-2025 07:24:42 PM,Default Outlet,Delivery,# 12,15-09-2025,Default Shift,Default Terminal,Admin,Admin,,Chicken Sausage (qty: 1) + Large (৳389.00),,,389.00
013094,Completed,15-09-2025 07:19:23 PM,Default Outlet,Dine-in,# 10,15-09-2025,Default Shift,Default Terminal,Admin,Admin,Table 8,Vanilla Shake (qty: 1),,,120.00
013093,Completed,15-09-2025 07:01:34 PM,Default Outlet,Takeaway,# 9,15-09-2025,Default Shift,Default Terminal,Admin,Admin,,Two Flavour Mixed (qty: 1) + Large (৳400.00),,,400.00
013092,Completed,15-09-2025 06:50:20 PM,Default Outlet,Dine-in,# 7,15-09-2025,Default Shift,Default Terminal,Admin,Admin,Table 1,Winter Combo (qty: 1) | Soft Drinks (qty: 2),,,449.00
013091,Completed,15-09-2025 06:42:17 PM,Default Outlet,Dine-in,# 8,15-09-2025,Default Shift,Default Terminal,Admin,Admin,Table 3,Cheesy Rice Bowl (qty: 2) | Soft Drinks (qty: 2) | Potato Masala Wedges (qty: 1) | Fresh Water (qty: 1),,,409.00
013090,Completed,15-09-2025 06:38:07 PM,Default Outlet,Delivery,# 5,15-09-2025,Default Shift,Default Terminal,Admin,Admin,,Two Flavour Mixed (qty: 1) + Large (৳400.00) | Crispy Rice Bowl (qty: 1) | BBQ Rice Bowl (qty: 1),Staff Discount,50.00,600.00
013089,Completed,15-09-2025 04:57:00 PM,Default Outlet,Dine-in,# 6,15-09-2025,Default Shift,Default Terminal,Admin,Admin,Table 4,Regular Pasta (qty: 1) | Chocolate Cold Coffee (qty: 1),,,280.00
013088,Completed,15-09-2025 03:55:23 PM,Default Outlet,Dine-in,# 4,15-09-2025,Default Shift,Default Terminal,Admin,Admin,Table 1,Crispy Rice Bowl (qty: 1) | BBQ Rice Bowl (qty: 1) | Soft Drinks (qty: 2),Staff Discount,50.00,250.00
013087,Completed,15-09-2025 01:54:34 PM,Default Outlet,Dine-in,# 3,15-09-2025,Default Shift,Default Terminal,Admin,Admin,Table 6,Pizza Blast (qty: 1) + 6” (৳199.00) | Soft Drinks (qty: 3) | French Fry (qty: 1),,,394.00
013086,Completed,15-09-2025 01:48:33 PM,Default Outlet,Dine-in,# 1,15-09-2025,Default Shift,Default Terminal,Admin,Admin,Table 3,BBQ Rice Bowl (qty: 2) | Soft Drinks (qty: 2),,,310.00
013085,Completed,15-09-2025 01:29:59 PM,Default Outlet,Dine-in,# 2,15-09-2025,Default Shift,Default Terminal,Admin,Admin,Table 1,BBQ Rice Bowl (qty: 1) | Chocolate Milk Shake (qty: 1) | Chocolate Cold Coffee (qty: 1),,,340.00
013084,Completed,14-09-2025 11:10:34 PM,Default Outlet,Delivery,# 11,14-09-2025,Default Shift,Default Terminal,Admin,Admin,,Chicken Sausage (qty: 1) + Large (৳389.00) | BBQ Chicken (qty: 1) + Large (৳399.00),Staff Discount,88.00,700.00
013083,Completed,14-09-2025 10:07:23 PM,Default Outlet,Dine-in,# 9,14-09-2025,Default Shift,Default Terminal,Admin,Admin,Table 6,Winter Combo (qty: 1) | Fresh Water (qty: 1),,,419.00
013082,Completed,14-09-2025 08:29:02 PM,Default Outlet,Dine-in,# 8,14-09-2025,Default Shift,Default Terminal,Admin,Admin,Table 6,BBQ Chicken (qty: 1) + Large (৳399.00) | Chicken Sausage (qty: 1) + Large (৳389.00),Staff Discount,88.00,700.00
013081,Completed,14-09-2025 07:56:49 PM,Default Outlet,Delivery,# 7,14-09-2025,Default Shift,Default Terminal,Admin,Admin,,Pizza Blast (qty: 1) + 12” (৳399.00) | BBQ Chicken (qty: 1) + Large (৳399.00),Staff Discount,98.00,700.00
013080,Completed,14-09-2025 07:42:36 PM,Default Outlet,Dine-in,# 6,14-09-2025,Default Shift,Default Terminal,Admin,Admin,Table 3,Crispy Rice Bowl (qty: 1) | Chicken Chowmein 1:2 (qty: 1) | Soft Drinks (qty: 2),,,350.00
013079,Completed,14-09-2025 07:05:36 PM,Default Outlet,Delivery,# 5,14-09-2025,Default Shift,Default Terminal,Admin,Admin,,BBQ Chicken (qty: 1) + Large (৳399.00) | Chicken Sausage (qty: 1) + Large (৳389.00),Staff Discount,88.00,700.00
013078,Completed,14-09-2025 06:44:51 PM,Default Outlet,Delivery,# 4,14-09-2025,Default Shift,Default Terminal,Admin,Admin,,Two Flavour Mixed (qty: 1) + Small (৳200.00),,,200.00
